,video-id,t-start,t-end,label
342,2_26,961.7714792054142,992.0158653439491,0
343,2_28,10.481808917197451,40.18026751592356,0
344,2_28,41.927235668789805,190.41952866242036,0
345,2_28,234.0937324840764,310.9603312101911,0
346,2_28,316.2012356687898,363.36937579617836,0
347,2_28,396.5617707006369,511.86166878980896,0
348,2_28,517.1025732484077,569.5116178343949,0
349,2_28,582.0,640.0,0
350,2_28,651.6191210191083,745.9554012738854,0
351,2_28,749.4493375796179,829.809872611465,0
352,2_28,831.6,973.8,0
353,2_28,975.0,989.4,0
354,2_28,1014.9884968152867,1090.108127388535,0
355,2_28,564.6,624.6,0
356,2_28,69.0,75.0,0
357,2_28,831.5568407643312,987.0370063694268,0
358,2_28,983.5430700636942,1014.9884968152866,0
359,2_30,16.00718015764331,54.61273230254777,0
360,2_30,57.43752880095542,88.51029028343949,0
361,2_30,90.39348794904458,106.4006681066879,0
362,2_30,109.22546460509554,124.2910459299363,0
363,2_30,144.0646214187898,196.79415605573251,0
364,2_30,198.67735372133757,216.56773154458597,0
365,2_30,215.6261327117834,229.75011520382162,0
366,2_30,231.63331286942676,275.8884580111465,0
367,2_30,287.18764400477704,304.1364229952229,0
368,2_30,306.0196206608281,337.09238214331214,0
369,2_30,337.09238214331214,349.33316696974526,0
370,2_30,348.0,422.0,0
371,2_30,420.89467826273886,490.5729918901274,0
372,2_30,488.68979422452236,558.3681078519107,0
373,2_38,23.230053980891718,65.46651576433119,0
374,2_38,61.24286958598725,137.26850079617833,0
375,2_38,149.93943933121017,171.05767022292997,0
376,2_38,166.83402404458596,209.07048582802548,0
377,2_38,215.4059550955414,420.25279474522296,0
378,2_38,424.4764409235668,475.1601950636944,0
379,2_38,475.1601950636942,540.6267108280256,0
380,2_38,546.9621800955415,612.4286958598727,0
381,2_38,627.2114574840764,728.5789657643312,0
382,2_38,737.0,1092.0,0
383,2_38,1091.812537101911,1298.7711998407642,0
384,2_38,1281.0,1323.6,0
385,2_41,30.0,90.6,0
386,2_41,131.92510544904457,197.88765817356676,0
387,2_41,195.88879293949043,241.86269332324844,0
388,2_41,237.86496285509554,281.83999800477704,0
389,2_41,283.8388632388535,323.8161679203821,0
390,2_41,319.8184374522292,347.03528677841615,0
391,2_41,346.3633723856392,380.18905200499984,0
392,2_41,399.7730468152866,491.7208475828025,0
393,2_41,501.0,514.6,0
394,2_41,493.71971281687894,539.693613200637,0
395,2_41,577.6720526480891,621.6470877977707,0
396,2_41,636.0,651.0,0
397,2_41,677.71,925.4,0
398,2_41,928.0,956.0,0
399,2_41,977.4450994633758,1053.6,0
400,2_41,1084.0,1100.0,0
401,2_41,1097.4,1222.2,0
402,2_42,5.910681845541401,68.95795486464968,0
403,2_42,86.69000040127389,242.33795566719743,0
404,2_42,248.24863751273887,321.1470469410828,0
405,2_42,378.0,490.0,0
406,2_42,506.34841143471334,626.5322756273886,0
407,2_42,632.44295747293,669.8772758280255,0
408,2_42,671.8475031098726,691.549775928344,0
409,2_42,691.5497759283439,728.9840942834396,0
410,2_42,728.9840942834396,746.0,0
411,2_42,746.5,770.3588672022292,0
412,2_42,776.2695490477706,868.870231294586,0
413,2_42,866.9,888.57,0
414,2_42,882.661822267516,945.7090952866243,0
415,2_42,941.7686407229298,956.0,0
416,2_42,957.0,972.0,0
417,2_42,979.0,1085.0,0
418,2_42,1085.5952322977707,1107.267732398089,0
419,2_42,1099.3868232707007,1227.4515965907642,0
420,2_46,20.322265880573248,70.59313411146498,0
421,2_46,71.0,90.0,0
422,2_46,94.12417881528664,109.0984799904459,0
423,2_46,130.4903388121019,202.15306586464968,0
424,2_46,221.4,294.3,0
425,2_46,244.93678350796182,268.4678282117835,0
426,2_46,293.48,300.7,0
427,2_46,341.20014820541405,404.3061317292994,0
428,2_46,411.793282316879,421.4196187866242,0
429,2_46,420.35002584554144,447.0898493726115,0
430,2_46,449.2290352547771,516.6133905429937,0
431,2_46,516.6133905429937,586.1369317133758,0
432,2_46,659.0,668.0,0
433,2_47,18.650904039808914,120.38310789331211,0
434,2_47,118.68757116242038,178.0313567436306,0
435,2_47,176.33582001273885,191.5956505907643,0
436,2_47,189.6,207.6,0
437,2_47,239.07067905573248,279.76356059713373,0
438,2_47,281.45909732802545,320.456442138535,0
439,2_47,313.2,509.4,0
440,2_47,547.65,569.7,0
441,2_47,576.4824885031848,593.4378558121019,0
442,2_47,596.8289292738854,715.5165004363057,0
443,2_47,717.2120371671974,746.0361615923566,0
444,2_47,747.7316983232485,786.729043133758,0
445,2_47,790.1201165955413,851.1594389076433,0
446,2_47,854.5505123694268,947.8050325684715,0
447,2_47,942.7184223757962,966.4559366082804,0
448,2_47,968.151473339172,1054.6238466146497,0
449,3_2,5.714685807915059,12.699301795366807,0
450,3_2,50.16224209169884,113.65875106853282,0
451,3_2,118.73847178667954,137.15245938996142,0
452,3_2,144.1370753774131,166.36085351930504,0
453,3_2,173.34546950675676,209.53847962355215,0
454,3_2,214.61820034169887,226.04757195752896,0
455,3_2,230.4923275859074,260.3356868050193,0
456,3_2,274.3049187799228,297.79862710135137,0
457,3_2,339.70632302606174,389.8685651177606,0
458,3_2,407.01262254150583,435.5860515810811,0
459,3_2,434.31612140154436,443.8405977480695,0
460,3_2,454.00003918436295,480.66857295463325,0
461,3_2,487.0182238523166,499.08256055791514,0
462,3_2,504.16228127606183,649.5692868330116,0
463,3_5,2.220446049250313e-16,8.432652031853284,0
464,3_5,14.616596855212356,55.09332660810811,0
465,3_5,63.52597863996139,77.58039869305018,0
466,3_5,89.94828833976834,115.2462444353282,0
467,3_5,132.11154849903477,174.83698546042473,0
468,3_5,179.89657667953668,200.6971183581081,0
469,3_5,206.88106318146717,245.67126252799227,0
470,3_5,250.1686769449807,269.2826882171815,0
471,3_5,276.0288098426641,322.6894844189189,0
472,3_5,344.05220289961386,372.72321980791503,0
473,3_5,379.4693414333977,395.77246869498066,0
474,3_5,413.1999495608108,432.31396083301155,0
475,3_5,447.4927344903475,458.73627053281854,0
476,3_5,466.04456896042467,573.4203381660232,0
477,3_11,4.625,11.087,0
478,3_11,14.666,85.625,0
479,3_11,90.236,122.426,0
480,3_11,130.15,164.684,0
481,3_11,184.611,197.128,0
482,3_11,169.5,177.77100000000002,0
483,3_11,223.272,259.927,0
484,3_11,263.716,286.122,0
485,3_11,293.725,359.80899999999997,0
486,3_11,367.779,405.25,0
487,3_11,407.58,432.585,0
488,3_11,443.776,475.658,0
489,3_11,478.032,489.704,0
490,3_11,494.062,594.2909999999999,0
491,3_12,3.185292794401544,11.467054059845566,0
492,3_12,35.03822073841699,61.15762165250966,0
493,3_12,80.2693784189189,152.2569955723938,0
494,3_12,165.6352253088803,183.47286495752894,0
495,3_12,208.318148753861,225.51872984362936,0
496,3_12,235.074608226834,256.0975406698842,0
497,3_12,258.6457749054054,283.4910587017375,0
498,3_12,291.7728199671814,312.7957524102316,0
499,3_12,314.06986952799224,366.30867135617757,0
500,3_12,382.2351353281854,426.8292344498069,0
501,3_12,426.19217589092665,437.02217139189185,0
502,3_12,452.3115768050193,501.3650858388031,0
503,3_12,504.5503786332046,515.3803741341699,0
504,3_12,516.6544912519305,645.9773787046331,0
505,3_13,16.19429910521235,51.1398919111969,0
506,3_13,74.15284327123553,155.97667032915058,0
507,3_13,164.4999856476834,189.21760007142854,0
508,3_13,228.42485053667951,265.07510640637065,0
509,3_13,267.6321010019305,310.2486775945946,0
510,3_13,323.8859821042471,337.5232866138996,0
511,3_13,360.53623797393817,399.7434884391891,0
512,3_13,411.6761298851351,434.6890812451738,0
513,3_13,438.95073890444013,507.13726145270266,0
514,3_13,565.0958056187259,577.0284470646719,0
515,3_13,576.1761155328185,590.6657515743242,0
516,3_13,600.0413984247105,660.5569371862935,0
517,3_13,672.4895786322394,703.1735137789575,0
518,3_13,713.4014921611969,861.707178703668,0
519,3_14,4.207,19.438,0
520,3_14,19.438,83.418,0
521,3_14,83.418,98.30199999999999,0
522,3_14,103.291,115.49600000000001,0
523,3_14,117.298,160.584,0
524,3_14,173.202,194.643,0
525,3_14,197.032,224.801,0
526,3_14,229.934,276.133,0
527,3_14,281.266,334.275,0
528,3_14,334.275,344.457,0
529,3_14,371.75,426.995,0
530,3_14,435.5,451.217,0
531,3_14,452.25,598.723,0
532,3_18,7.3723585559845555,129.01627472972973,0
533,3_18,174.17197088513512,215.64148776254825,0
534,3_18,216.56303258204633,249.7386460839768,0
535,3_18,255.26791500096525,328.06995574131275,0
536,3_18,333.5992246583012,351.1085762287645,0
537,3_18,369.5394726187259,398.107362023166,0
538,3_18,427.59679624710424,480.12485095849416,0
539,3_18,483.8110302364865,516.9866437384169,0
540,3_18,519.7512781969112,587.0240500202702,0
541,3_18,626.6504772586873,668.1199941361003,0
542,3_18,671.8061734140927,715.118779930502,0
543,3_18,728.941952222973,782.3915517538609,0
544,3_18,790.6854551293436,833.9980616457528,0
545,3_18,833.9980616457528,941.8188055270269,0
546,3_22,8.615073648648648,24.887990540540542,0
547,3_22,89.0224277027027,134.9694871621622,0
548,3_22,152.19963445945947,196.23223310810812,0
549,3_22,200.06115472972974,228.7780668918919,0
550,3_22,232.60698851351353,336.9451027027027,0
551,3_22,358.0041716216216,408.73738310810813,0
552,3_22,409.6946135135135,440.3259864864865,0
553,3_22,446.06936891891894,501.58873243243244,0
554,3_22,515.9471885135135,625.0714547297298,0
555,3_22,636.5582195945946,729.4095689189189,0
556,3_22,732.2812601351352,770.5704763513514,0
557,3_22,787.8006236486486,828.0043006756756,0
558,3_22,871.0796689189189,984.0328567567567,0
559,3_34,10.111645945945945,21.90856621621622,0
560,3_34,23.59384054054054,72.46679594594595,0
561,3_34,72.46679594594595,85.94899054054054,0
562,3_34,95.4988783783784,123.5867837837838,0
563,3_34,125.27205810810811,159.5393027027027,0
564,3_34,172.4597391891892,205.60346756756758,0
565,3_34,215.15335540540542,256.7234554054054,0
566,3_34,257.8469716216216,280.31729594594594,0
567,3_34,292.67597432432433,327.50497702702705,0
568,3_34,337.05486486486484,407.83638648648656,0
569,3_34,434.2390175675676,471.8768108108108,0
570,3_34,474.12384324324324,574.6785445945945,0
571,3_36,1.8271148648648645,21.01182094594595,0
572,3_36,58.46767567567568,89.5286283783784,0
573,3_36,107.79977702702703,174.48946959459462,0
574,3_36,180.8843716216216,248.48762162162166,0
575,3_36,254.88252364864863,295.99260810810813,0
576,3_36,300.5603952702703,380.03989189189195,0
577,3_36,383.69412162162166,433.9397804054055,0
578,3_36,436.6804527027027,524.3819662162163,0
579,3_36,528.9497533783784,560.9242635135136,0
580,3_36,576.0,607.0,0
581,3_36,608.0,611.0,0
582,3_36,611.0,613.0,0
583,3_36,612.0,638.5766452702703,0
584,3_36,651.3664493243243,687.9087466216216,0
585,3_36,690.649418918919,715.3154695945947,0
586,3_36,716.2290270270271,944.6183851351351,0
587,3_46,10.053479724903475,19.43672746814672,0
588,3_46,22.117655394787644,74.39574996428571,0
589,3_46,77.07667789092663,136.057092277027,0
590,3_46,144.0998760569498,174.26031523166023,0
591,3_46,183.64356297490346,208.44214629633203,0
592,3_46,208.44214629633203,229.8895697094595,0
593,3_46,231.2300336727799,254.0179210492278,0
594,3_46,263.40116879247097,302.2746237287644,0
595,3_46,322.3815831785714,350.5313264083012,0
596,3_46,401.46895701447875,437.6614840241312,0
597,3_46,436.3210200608108,448.385195730695,0
598,3_46,478.5456349054054,508.0358420984556,0
599,3_46,519.4297857866795,538.196281273166,0
600,3_46,536.8558173098456,680.2854613851351,0
601,3_49,6.022490092664093,24.842771632239383,0
602,3_49,27.101205416988414,45.16867569498069,0
603,3_49,61.73052344980695,117.4385568069498,0
604,3_49,118.94417933011583,141.52851717760618,0
605,3_49,150.56225231660233,162.6072325019305,0
606,3_49,173.89940142567568,209.2815307200772,0
607,3_49,215.30402081274133,246.9220937992278,0
608,3_49,308.65261724903473,351.56285915926645,0
609,3_49,356.07972672876446,383.18093214575293,0
610,3_49,424.5855515328185,459.214869565637,0
611,3_49,457.7092470424711,469.7542272277992,0
612,3_49,508.9004128301158,541.2712970781854,0
613,3_49,547.2937871708494,593.9680853889961,0
614,3_49,616.5524232364864,765.6090530299227,0
615,3_50,3.9241905376447876,11.336550442084942,0
616,3_50,35.317714838803084,60.6069427480695,0
617,3_50,69.76338733590734,102.4649751496139,0
618,3_50,118.59775847104247,153.0434309681467,0
619,3_50,169.6122354604247,187.05308229440155,0
620,3_50,191.41329400289578,203.62188678667957,0
621,3_50,208.85414083687257,233.7073475752896,0
622,3_50,245.47991918822396,263.79280836389967,0
623,3_50,269.0250624140927,286.0298880772201,0
624,3_50,291.69816329826256,312.19115832818534,0
625,3_50,324.3997511119692,330.06802633301163,0
626,3_50,335.7363015540541,350.12500019208494,0
627,3_50,359.71746595077224,368.43788936776065,0
628,3_50,372.36207990540544,444.74159426640927,0
629,4_2,20.98611503250271,44.490563868905745,0
630,4_2,122.55891178981582,146.90280522751897,0
631,4_2,73.87112491440953,90.178,0
632,4_2,167.04947565872155,212.37948412892743,0
633,4_2,230.00782075622968,252.636,0
634,4_2,267.78282781473456,277.8561630303359,0
635,4_2,283.892,287.92949824593717,0
636,4_2,302.200056468039,314.47,0
637,4_2,324.8650607031419,329.9017283109426,0
638,4_2,330.7411729122427,584.647,0
639,4_2,657.684,663.776,0
640,4_2,588.450665511376,711.8490219024919,0
641,4_2,714.3673557063922,719.4040233141928,0
642,4_2,727.798469327194,732.8351369349946,0
643,4_2,742.0690275492957,766.894,0
644,4_3,37.4609338028169,95.8302957746479,0
645,4_3,138.5183366197183,187.3046690140845,0
646,4_3,219.985,228.879,0
647,4_3,231.73507887323944,245.802,0
648,4_3,252.64350704225353,267.619,0
649,4_3,291.938,297.81600000000003,0
650,4_3,298.016,306.792,0
651,4_3,311.0128690140845,321.46708309859156,0
