video_id,gt_start,gt_end,best_iou,status,pred_start,pred_end,pred_score
1_14,428.3802984270108,484.0855751052803,0.6402,HIT,444.5998229980469,490.0542602539063,0.1485496610403061
1_14,487.258660485688,572.2268356721625,0.5089,HIT,524.7998657226562,580.4484252929688,0.1233643814921379
1_14,578.5730064329779,654.3744905204966,0.4957,MISS,519.5508422851562,672.4710083007812,0.1506156027317047
1_14,684.3425191132366,693.5092102121923,0.4482,MISS,678.6643676757812,690.9957275390625,0.1222295761108398
1_14,693.5125136620838,696.7887888109601,0.3371,MISS,693.9986572265625,701.788818359375,0.3614081442356109
1_19,1.874,33.672550798344176,0.7277,HIT,7.023882865905762,30.16263198852539,0.2495459467172622
1_19,38.18960029568303,80.215,0.7137,HIT,41.22621536254883,92.81511688232422,0.3133599460124969
1_19,99.68395383402326,154.0604331886169,0.0814,MISS,27.34636116027832,695.5886840820312,0.3010195195674896
1_19,155.22224636309875,278.51800000000003,0.6383,HIT,158.6795196533203,237.3852081298828,0.1107066869735717
1_19,279.6464279716144,310.7950398047049,0.8581,HIT,283.153564453125,309.8823547363281,0.1298993229866027
1_19,317.2493984624482,366.8000626453775,0.1074,MISS,359.468505859375,385.5087890625,0.126793548464775
1_19,367.05426889414537,421.76727535974766,0.2962,MISS,359.468505859375,385.5087890625,0.126793548464775
1_19,421.9705121336681,486.6094231224128,0.6096,HIT,443.7340393066406,492.3067626953125,0.1053973734378814
1_19,488.2519865759905,560.9354193968067,0.5461,HIT,517.2431640625,568.2530517578125,0.14988574385643
1_19,561.0820768480188,654.4539874531835,0.4574,MISS,450.9654846191406,655.1044921875,0.135715052485466
1_19,660.1853129530803,681.5133603051545,0.526,HIT,655.0391845703125,695.5886840820312,0.2061228454113006
1_19,685.2704141975933,690.5887141600921,0.2218,MISS,688.3001098632812,695.5886840820312,0.1088123396039009
1_20,0.0,101.871,0.4746,MISS,52.34866714477539,104.3420867919922,0.3146206438541412
1_20,110.207,162.013,0.2861,MISS,131.4440460205078,146.26625061035156,0.104927085340023
1_20,162.304,224.2396864027264,0.5336,HIT,147.61276245117188,203.1931304931641,0.1161128059029579
1_20,237.09416893111296,295.51762679791875,0.6839,HIT,255.0702667236328,296.2379455566406,0.2227866500616073
1_20,258.4494628487731,327.2077263987483,0.5238,HIT,255.0702667236328,296.2379455566406,0.2227866500616073
1_20,334.99807153002627,367.5142946866648,0.3188,MISS,288.38232421875,390.3693237304688,0.1139375790953636
1_20,368.8526148470752,420.4576481854286,0.5745,HIT,389.69049072265625,422.4119262695313,0.1022812873125076
1_20,393.68353755103055,468.7029116646954,0.3636,MISS,389.69049072265625,422.4119262695313,0.1022812873125076
1_20,470.55751513995193,539.3589657522177,0.5743,HIT,495.5948486328125,535.106689453125,0.1976142674684524
1_20,539.7300131632012,653.3806172875323,0.8409,HIT,523.12060546875,658.2752075195312,0.1742767095565796
1_20,658.0348364748886,664.8946145866352,0.3268,MISS,655.65283203125,676.6443481445312,0.271767258644104
1_20,665.0422096933947,671.6443194765509,0.543,HIT,664.4849243164062,676.6443481445312,0.101734846830368
1_25,9.803,34.444,0.0466,MISS,11.076056480407717,511.4045104980469,0.1355082839727401
1_25,37.87136398580722,70.69321277350681,0.2586,MISS,60.44911193847656,68.9361343383789,0.1550222337245941
1_25,76.217,133.551,0.1146,MISS,11.076056480407717,511.4045104980469,0.1355082839727401
1_25,142.46846451803668,162.6665253104672,0.4256,MISS,128.33145141601562,175.79432678222656,0.1235756501555442
1_25,163.74856428149025,200.17720963926672,0.1677,MISS,128.33145141601562,175.79432678222656,0.1235756501555442
1_25,212.062,333.851,0.412,MISS,206.2668609619141,264.62432861328125,0.1993435323238372
1_25,352.79200000000003,389.451,0.3235,MISS,376.71826171875,388.5776062011719,0.1056861281394958
1_25,398.501,468.536,0.3609,MISS,370.25048828125,564.29248046875,0.1423812955617904
1_25,469.2442337670018,498.8199656416322,0.6974,HIT,471.4097900390625,508.5492858886719,0.1022501215338707
1_25,502.344,568.265,0.3128,MISS,370.25048828125,564.29248046875,0.1423812955617904
1_25,570.2345377291545,582.219,0.3454,MISS,568.3047485351562,603.0068969726562,0.1315422654151916
1_25,583.9403646954465,598.0068713187463,0.6982,HIT,584.6940307617188,603.0068969726562,0.1343887895345688
1_28,4.121,40.381,0.0,MISS,,,
1_28,43.843,72.451,0.5237,HIT,48.70268249511719,63.68572998046875,0.3211144506931305
1_28,73.216,103.816,0.615,HIT,81.92162322998047,100.74061584472656,0.3051641881465912
1_28,116.476,153.168,0.3163,MISS,126.19171142578124,137.79754638671875,0.1161876916885376
1_28,154.981,229.358,0.4375,MISS,158.74745178222656,191.28421020507807,0.1169909387826919
1_28,190.015,260.8,0.5385,HIT,206.67832946777344,244.7977600097656,0.104579396545887
1_28,261.4458992533255,294.695,0.8337,HIT,257.7071838378906,292.2842712402344,0.1555756777524948
1_28,300.045,324.53,0.6517,HIT,307.9971923828125,325.41534423828125,0.2738835215568542
1_28,330.193,400.79,0.8138,HIT,325.0426940917969,411.7943115234375,0.3055309951305389
1_28,408.178,438.868,0.6514,HIT,416.4499816894531,442.5909729003906,0.1666990518569946
1_28,439.668200098676,445.8981931369654,0.6835,HIT,438.1228637695313,447.237548828125,0.1378625184297561
1_30,3.207,45.265,0.5051,HIT,15.591593742370604,61.95230102539063,0.2424837201833725
1_30,49.962,86.981,0.6247,HIT,61.66741943359375,84.79364776611328,0.3550160229206085
1_30,96.884,122.465,0.0663,MISS,-0.0,385.818359375,0.1360751688480377
1_30,129.86,159.447,0.3912,MISS,128.38404846191406,142.0106658935547,0.1293180137872696
1_30,165.13,194.256,0.4445,MISS,159.75411987304688,180.4651336669922,0.1238943338394165
1_30,197.12,252.806,0.4618,MISS,208.8190460205078,234.5365295410156,0.1074416562914848
1_30,253.504,314.825,0.2899,MISS,247.4398498535156,273.0418395996094,0.1216975450515747
1_30,315.32,444.966,0.4004,MISS,385.4405517578125,463.9895324707031,0.1572471857070922
1_30,445.484,453.747,0.136,MISS,393.1897583007813,453.9449462890625,0.2821360230445862
1_30,453.8,460.279,0.0861,MISS,390.072021484375,465.2789916992188,0.1277590543031692
1_32,4.168,40.975,0.5995,HIT,14.965850830078123,47.55604934692383,0.1011663451790809
1_32,44.615,72.013,0.2712,MISS,28.076704025268555,129.11366271972656,0.1008155345916748
1_32,79.47800000000001,111.0,0.6231,HIT,72.07115936279297,122.6570816040039,0.1418709754943847
1_32,98.863,127.186,0.4317,MISS,72.07115936279297,122.6570816040039,0.1418709754943847
1_32,129.917,173.559,0.1588,MISS,84.46546173095703,359.2539978027344,0.1383732408285141
1_32,174.167,218.198,0.3721,MISS,198.36155700683597,227.4817047119141,0.1156006455421447
1_32,220.29818270068145,258.372,0.1571,MISS,236.82717895507807,357.46453857421875,0.2873529195785522
1_32,259.006,292.037,0.2738,MISS,236.82717895507807,357.46453857421875,0.2873529195785522
1_32,295.887,327.745,0.4695,MISS,285.4222412109375,353.2789001464844,0.1187497824430465
1_32,328.9127055246496,350.664,0.3205,MISS,285.4222412109375,353.2789001464844,0.1187497824430465
1_32,351.008,354.254,0.3819,MISS,351.10504150390625,359.2539978027344,0.1338432133197784
1_33,8.595,70.494,0.8581,HIT,2.9648256301879883,75.09629821777344,0.1881566792726516
1_33,79.569,255.707,0.32,MISS,192.6857147216797,249.0428009033203,0.1175184771418571
1_33,278.5853726157889,337.069,0.6472,HIT,276.5675354003906,317.74298095703125,0.1085953563451767
1_33,343.947,394.555,0.613,HIT,342.32244873046875,375.9678649902344,0.1325320154428482
1_33,398.511,432.764,0.8016,HIT,394.0443420410156,436.7775573730469,0.1140048578381538
1_33,432.966,500.192,0.559,HIT,453.55072021484375,491.1314086914063,0.1456362158060073
1_33,453.9597429201151,489.7310494984344,0.9519,HIT,453.55072021484375,491.1314086914063,0.1456362158060073
1_33,505.875621493959,540.3806871314528,0.7729,HIT,502.3054809570313,535.303955078125,0.1197728961706161
1_33,541.3303678370719,604.9589751135512,0.5303,HIT,562.605224609375,621.20166015625,0.1339027285575866
1_33,606.8583365247894,631.2334746356795,0.3717,MISS,573.0601806640625,628.4800415039062,0.2084978371858596
1_33,610.0,620.0,0.1804,MISS,573.0601806640625,628.4800415039062,0.2084978371858596
1_34,1.372,31.659,0.5832,HIT,11.464077949523926,29.1268367767334,0.1647960841655731
1_34,40.805,83.385,0.5075,HIT,48.9193115234375,70.52806854248047,0.2114248424768448
1_34,87.014,149.567,0.2187,MISS,94.66531372070312,338.1005249023437,0.1138753890991211
1_34,150.39274015722512,161.876,0.06,MISS,149.2427215576172,340.77215576171875,0.1166765615344047
1_34,164.21938243817988,194.062,0.1558,MISS,149.2427215576172,340.77215576171875,0.1166765615344047
1_34,200.993,217.179,0.1118,MISS,195.96609497070312,340.77215576171875,0.1546532809734344
1_34,219.01385369974128,245.179,0.1916,MISS,225.1556854248047,323.5459899902344,0.2069576978683471
1_34,255.88489978228725,286.39,0.31,MISS,225.1556854248047,323.5459899902344,0.2069576978683471
1_34,287.29356866741904,315.925,0.291,MISS,225.1556854248047,323.5459899902344,0.2069576978683471
1_34,316.8245453909397,332.213,0.3981,MISS,322.6805114746094,340.77215576171875,0.1201726794242858
1_34,333.72377484543995,335.7721662944703,0.1132,MISS,322.6805114746094,340.77215576171875,0.1201726794242858
1_36,2.512,52.325,0.3778,MISS,31.16409492492676,58.520294189453125,0.1923759877681732
1_36,53.122,145.21699999999998,0.4893,MISS,39.73787689208984,104.73219299316406,0.1468343883752823
1_36,151.317,221.443,0.4557,MISS,143.45904541015625,186.85581970214844,0.1746304184198379
1_36,237.201,285.053,0.5143,HIT,238.4858856201172,263.0940856933594,0.124880738556385
1_36,286.8595018977654,321.903,0.1599,MISS,264.714599609375,483.8135986328125,0.1266306489706039
1_36,322.93492467250434,365.751,0.5683,HIT,319.23779296875,349.3662414550781,0.1027705445885658
1_36,368.776,452.117,0.5403,HIT,386.6143493652344,490.0119934082031,0.1040296107530593
1_36,398.0920554532104,471.965,0.7927,HIT,397.5643310546875,490.75390625,0.1153098493814468
1_36,472.466,483.51,0.4775,MISS,470.66107177734375,493.7900085449219,0.1508354395627975
1_36,483.522,488.79,0.2278,MISS,470.66107177734375,493.7900085449219,0.1508354395627975
1_37,2.443475113605638,47.181,0.0734,MISS,-0.0,609.9119873046875,0.2073048204183578
1_37,56.075,90.923,0.1592,MISS,43.07085800170898,261.9304504394531,0.1105478852987289
1_37,94.8443532677578,183.102,0.4033,MISS,43.07085800170898,261.9304504394531,0.1105478852987289
1_37,185.72548013647983,254.974,0.3164,MISS,43.07085800170898,261.9304504394531,0.1105478852987289
1_37,259.153,316.001,0.1933,MISS,266.958251953125,277.9488525390625,0.1284025758504867
1_37,326.159,365.843,0.3799,MISS,311.24237060546875,415.6896057128906,0.1097120642662048
1_37,376.831,391.405,0.1395,MISS,311.24237060546875,415.6896057128906,0.1097120642662048
1_37,393.138,430.408,0.1892,MISS,311.24237060546875,415.6896057128906,0.1097120642662048
1_37,438.837,480.076,0.7598,HIT,433.5442504882813,487.8186645507813,0.1025660708546638
1_37,481.292,586.739,0.7995,HIT,478.0220947265625,609.9119873046875,0.1073236316442489
1_37,588.063,595.921,0.3357,MISS,586.5069580078125,609.9119873046875,0.151391789317131
1_37,596.274,604.912,0.5894,HIT,595.2568359375,609.9119873046875,0.1373499035835266
1_42,0.071,31.87,0.5805,HIT,2.5885910987854004,21.046504974365234,0.1216620802879333
1_42,33.325,122.061,0.4818,MISS,44.53675842285156,87.2894515991211,0.2000825405120849
1_42,62.116,136.67,0.6321,HIT,80.4945068359375,127.6209945678711,0.1278652846813202
1_42,137.161,147.652,0.6971,HIT,138.33792114257812,150.52224731445312,0.1371153444051742
1_42,149.234,202.324,0.2587,MISS,48.05248641967773,253.2616729736328,0.2175923883914947
1_42,202.461,228.506,0.3865,MISS,210.965576171875,247.8422088623047,0.229753702878952
1_42,229.025,274.524,0.3247,MISS,232.4799652099609,358.52130126953125,0.221535325050354
1_42,246.315,291.04200000000003,0.3549,MISS,232.4799652099609,358.52130126953125,0.221535325050354
1_42,292.943,320.906,0.3277,MISS,257.59796142578125,342.9405517578125,0.296450525522232
1_42,321.543,354.832,0.4162,MISS,338.1441650390625,351.9978332519531,0.1733549535274505
1_42,355.451,377.415,0.8251,HIT,352.8528747558594,379.4714660644531,0.1040644347667694
1_42,378.342,383.7334159237281,0.4596,MISS,380.5694580078125,385.2264099121094,0.2531837821006775
1_43,12.057,58.423,0.9604,HIT,10.615216255187988,57.97092819213867,0.1529407203197479
1_43,61.0,112.0,0.6359,HIT,51.8989143371582,99.21963500976562,0.2078969776630401
1_43,119.667,140.546,0.0,MISS,,,
1_43,141.036,163.375,0.5159,HIT,147.38624572753906,158.91162109375,0.3719984292984009
1_43,164.668,208.156,0.2723,MISS,168.67034912109375,309.6771240234375,0.2588665783405304
1_43,211.693,239.742,0.2937,MISS,213.5972595214844,221.8352813720703,0.1030744016170501
1_43,246.351,317.205,0.4263,MISS,168.67034912109375,309.6771240234375,0.2588665783405304
1_43,326.839,365.595,0.3321,MISS,318.6047058105469,435.297119140625,0.3265258371829986
1_43,335.693,387.254,0.4419,MISS,318.6047058105469,435.297119140625,0.3265258371829986
1_43,400.1810973590564,428.083,0.6831,HIT,399.7476806640625,440.5950012207031,0.1271833479404449
1_43,428.156,435.595,0.5047,HIT,429.31683349609375,440.5950012207031,0.173830896615982
1_49,2.104336428661891,31.173,0.4637,MISS,4.641727447509766,18.12070846557617,0.1005506888031959
1_49,36.842,74.629,0.6872,HIT,25.60958671569824,80.59822082519531,0.1357686221599578
1_49,75.11423669668774,101.798,0.0812,MISS,55.15125274658203,383.5914306640625,0.1571428775787353
1_49,99.895664986096,147.55225785034264,0.1669,MISS,138.81219482421875,152.26947021484375,0.1107377037405967
1_49,160.51485110941772,183.5806420557131,0.6569,HIT,157.71310424804688,177.50674438476562,0.1498070210218429
1_49,190.055,218.155,0.1216,MISS,123.07601165771484,354.1006164550781,0.1265814304351806
1_49,218.27464166088464,231.42786129141672,0.0898,MISS,205.0774078369141,351.5756530761719,0.1189123466610908
1_49,236.57477332075536,280.609,0.3006,MISS,205.0774078369141,351.5756530761719,0.1189123466610908
1_49,282.3251024704321,315.4940911039478,0.2264,MISS,205.0774078369141,351.5756530761719,0.1189123466610908
1_49,316.2565965897757,346.94744239435056,0.4596,MISS,299.4561462402344,366.2397766113281,0.1283845007419586
1_49,354.953749995544,369.250727854818,0.4979,MISS,357.0363464355469,364.1547546386719,0.2207706868648529
1_49,370.5851124550169,378.5914200562103,0.0554,MISS,377.870361328125,383.5914306640625,0.1429927200078964
1_136,9.562,48.19,0.3198,MISS,30.809715270996094,43.164459228515625,0.1681651622056961
1_136,49.834,150.827,0.6081,HIT,47.75546646118164,112.51580810546876,0.1090601310133934
1_136,159.142,255.89,0.5764,HIT,158.10205078125,215.50265502929688,0.2288683950901031
1_136,262.26800000000003,373.352,0.8026,HIT,249.6015625,388.0005187988281,0.1080176755785942
1_136,380.022,413.654,0.2893,MISS,355.7265625,396.7783508300781,0.1337995678186416
1_136,422.0,469.314,0.0809,MISS,164.5329132080078,749.68701171875,0.4046834111213684
1_136,470.694,537.882,0.8553,HIT,478.251708984375,540.410400390625,0.1594413965940475
1_136,561.933,744.687,0.3949,MISS,670.5521240234375,749.68701171875,0.147896870970726
1_143,18.129,64.244,0.8232,HIT,14.369264602661133,59.18467712402344,0.3339555263519287
1_143,80.816,185.637,0.1848,MISS,161.94796752929688,208.9693603515625,0.1263778209686279
1_143,189.6852981861481,226.833,0.2972,MISS,161.94796752929688,208.9693603515625,0.1263778209686279
1_143,229.59961320355237,272.37,0.6664,HIT,243.2245635986328,271.7269287109375,0.2314500957727432
1_143,275.58090410360205,322.309,0.3564,MISS,274.1744689941406,292.73681640625,0.1350816488265991
1_143,326.225,365.189,0.5989,HIT,329.7462158203125,353.08111572265625,0.130294531583786
1_143,387.862,459.155,0.2855,MISS,327.2377624511719,576.9363403320312,0.1658594012260437
1_143,479.337,537.856,0.7309,HIT,475.2731323242188,525.0814819335938,0.1565249115228653
1_143,539.9733267788879,566.03,0.3294,MISS,535.1248779296875,550.1541748046875,0.2028718292713165
1_143,567.7536900310013,600.021,0.7624,HIT,571.6090698242188,605.02099609375,0.1905972510576248
2_3,2.65334071178344,82.25356206528662,0.9098,HIT,5.714242935180664,86.7804946899414,0.1923583298921585
2_3,98.17360633598726,143.28039843630577,0.6687,HIT,106.16879272460938,153.6736602783203,0.1283733397722244
2_3,161.85378341878982,321.05422612579616,0.708,HIT,200.6614990234375,313.38134765625,0.1766093522310257
2_3,329.0142482611465,429.8411953089171,0.6735,HIT,322.2534484863281,471.9630432128906,0.1328545957803726
2_3,435.14787673248406,451.0679210031847,0.1063,MISS,322.2534484863281,471.9630432128906,0.1328545957803726
2_3,456.3746024267516,498.8280538152866,0.6048,HIT,461.0791931152344,518.789794921875,0.1293428987264633
2_3,504.1347352388535,525.361460933121,0.228,MISS,461.0791931152344,518.789794921875,0.1293428987264633
2_3,533.3214830684713,665.9885186576433,0.4731,MISS,592.7269897460938,655.4878540039062,0.1515162885189056
2_3,663.3351779458599,727.0153550286625,0.7173,HIT,674.432373046875,720.1090087890625,0.1407633423805236
2_3,727.0153550286624,803.9622356703823,0.449,MISS,737.0941162109375,771.6465454101562,0.1685823798179626
2_3,806.6155763821656,841.1090056353504,0.6708,HIT,810.4142456054688,852.3736572265625,0.1376574486494064
2_3,843.0,1204.6,0.458,MISS,845.879638671875,1626.1787109375,0.1047358587384224
2_3,1207.6,1219.2,0.0193,MISS,1055.647216796875,1658.03125,0.2464672029018402
2_3,1228.8,1564.8,0.5578,HIT,1055.647216796875,1658.03125,0.2464672029018402
2_3,1562.8176792404458,1602.6177899171971,0.3874,MISS,1555.298095703125,1658.03125,0.1116088181734085
2_3,1597.3111084936306,1653.0312634410827,0.5424,HIT,1555.298095703125,1658.03125,0.1116088181734085
2_4,1.5541534506369428,50.71661603024698,0.3701,MISS,8.460155487060547,26.656959533691406,0.1744681149721145
2_4,50.949865814029366,100.30754832137032,0.7745,HIT,60.520450592041016,102.3178939819336,0.218084454536438
2_4,103.49191493474714,125.782481228385,0.4827,MISS,111.71340942382812,122.4736557006836,0.2649036645889282
2_4,127.3746645350734,178.32453034910276,0.5577,HIT,122.677490234375,214.02978515625,0.1364496350288391
2_4,178.3245303491028,313.6601114176183,0.2402,MISS,185.03208923339844,217.54388427734372,0.1183678284287452
2_4,318.4366613376835,345.50377755138663,0.738,HIT,314.8505249023437,351.5252990722656,0.1463305503129959
2_4,358.241244004894,445.811325872757,0.7681,HIT,370.40234375,437.66119384765625,0.1382162272930145
2_4,445.8113258727569,466.5097088597064,0.0289,MISS,208.33673095703125,923.9273071289062,0.1077815294265747
2_4,464.9175255530179,493.5768250734095,0.04,MISS,208.33673095703125,923.9273071289062,0.1077815294265747
2_4,493.5768250734095,562.0407072610114,0.2712,MISS,508.188232421875,526.7572021484375,0.1702712774276733
2_4,560.4485239543229,577.9625403278957,0.4043,MISS,563.339111328125,570.4197387695312,0.1094662919640541
2_4,582.7,757.8,0.4257,MISS,677.7396850585938,752.2867431640625,0.1434402465820312
2_4,757.8,777.0,0.4844,MISS,752.734375,792.372314453125,0.1849816590547561
2_4,776.9854536639477,874.1086353719413,0.3616,MISS,802.05322265625,976.2318115234376,0.2864090204238891
2_4,874.1086353719413,894.8070183588907,0.8803,HIT,871.905517578125,895.418701171875,0.10059704631567
2_4,893.2148350522024,971.2318170799348,0.7321,HIT,869.6708374023438,976.2318115234376,0.1298301219940185
2_5,3.165157748407643,77.54636483598726,0.5705,HIT,0.7359921932220459,131.11651611328125,0.177816092967987
2_5,77.54636483598726,101.2850479490446,0.1821,MISS,0.7359921932220459,131.11651611328125,0.177816092967987
2_5,98.11989020063696,147.17983530095543,0.2253,MISS,0.7359921932220459,131.11651611328125,0.177816092967987
2_5,166.17078179140128,224.7262001369427,0.1984,MISS,177.46981811523438,404.3511352539063,0.1230552569031715
2_5,229.4739367595541,303.8551438471338,0.3278,MISS,177.46981811523438,404.3511352539063,0.1230552569031715
2_5,307.0203015955414,370.3234565636942,0.6176,HIT,319.5658264160156,389.2001647949219,0.2248958498239517
2_5,368.7408776894905,382.9840875573248,0.2893,MISS,374.9038696289063,396.668212890625,0.1007973402738571
2_5,398.8098762993631,485.8517143805733,0.185,MISS,28.638877868652344,499.2419738769531,0.1565466225147247
2_5,485.8517143805733,519.0858707388536,0.1394,MISS,442.3257751464844,680.7274780273438,0.1463932543992996
2_5,519.0858707388535,599.7973933232485,0.3386,MISS,442.3257751464844,680.7274780273438,0.1463932543992996
2_5,598.2148144490446,628.2838130589172,0.1261,MISS,442.3257751464844,680.7274780273438,0.1463932543992996
2_5,626.7,750.1,0.1755,MISS,442.3257751464844,680.7274780273438,0.1463932543992996
2_5,748.55,767.55,0.072,MISS,705.0222778320312,968.8128051757812,0.1504638046026229
2_5,769.1333328630574,878.3312751831211,0.414,MISS,705.0222778320312,968.8128051757812,0.1504638046026229
2_5,875.1661174347134,892.5744850509554,0.1336,MISS,863.0974731445312,993.4218139648438,0.1013108193874359
2_5,890.9919061767516,990.6943752515924,0.765,HIT,863.0974731445312,993.4218139648438,0.1013108193874359
2_8,4.426717021207177,84.1076234029364,0.7757,HIT,-0.0,69.67179870605469,0.2186727374792099
2_8,86.32098191353998,137.2282276574225,0.2226,MISS,89.91636657714844,298.88818359375,0.1325508654117584
2_8,135.0148691468189,292.16332339967374,0.752,HIT,89.91636657714844,298.88818359375,0.1325508654117584
2_8,287.73660637846655,301.0167574420881,0.4442,MISS,294.62042236328125,302.1357421875,0.1930078119039535
2_8,301.0167574420881,498.00566488580745,0.7367,HIT,326.2490234375,534.1690673828125,0.1169785186648368
2_8,500.2190233964111,559.979703182708,0.1453,MISS,326.2490234375,534.1690673828125,0.1169785186648368
2_8,573.2598542463296,728.1949499885808,0.3626,MISS,561.3406372070312,633.7649536132812,0.1428915709257125
2_8,732.621667009788,792.3823467960848,0.8495,HIT,739.218017578125,795.2057495117188,0.3197434544563293
2_8,799.0224223278957,825.5827244551388,0.9375,HIT,798.935302734375,827.2671508789062,0.1113226190209388
2_8,836.6495170081566,940.6773670065252,0.3128,MISS,853.1611938476562,885.7052612304688,0.3179610967636108
2_8,938.4640084959216,965.0243106231648,0.0488,MISS,795.5487670898438,1339.3138427734375,0.1534399688243866
2_8,1004.8,1117.7,0.2076,MISS,795.5487670898438,1339.3138427734375,0.1534399688243866
2_8,1115.5,1153.15,0.6506,HIT,1121.9176025390625,1163.5040283203125,0.1431891173124313
2_8,1153.15978402447,1257.1876340228384,0.4995,MISS,1132.3907470703125,1340.6663818359375,0.1147852092981338
2_8,1254.974275512235,1281.534577639478,0.7634,HIT,1254.371826171875,1289.164794921875,0.1366637647151947
2_8,1277.1078606182707,1352.3620499787928,0.6495,HIT,1245.785888671875,1346.3304443359375,0.1148685812950134
2_13,16.884383439490446,137.18561544585987,0.6786,HIT,42.547698974609375,156.34347534179688,0.2505197525024414
2_13,158.29109474522292,419.9990380573248,0.4369,MISS,20.636436462402344,619.5957641601562,0.1365113258361816
2_13,428.44122977707,445.3256132165607,0.5183,HIT,430.8294067382813,456.4120178222656,0.1362511217594146
2_13,457.9889007961783,521.3053386942674,0.7647,HIT,470.6985778808594,524.167236328125,0.2106429189443588
2_13,517.0842428343949,582.5112286624204,0.351,MISS,550.4215698242188,608.5123291015625,0.1889562904834747
2_13,578.2901328025478,599.3956121019107,0.3633,MISS,550.4215698242188,608.5123291015625,0.1889562904834747
2_13,605.7272558917198,753.4656109872611,0.369,MISS,695.4452514648438,749.9653930664062,0.27565997838974
2_13,753.4656109872611,774.5710902866242,0.7276,HIT,757.5225830078125,776.897216796875,0.1377653777599334
2_13,776.6816382165605,831.5558843949044,0.7386,HIT,788.1431884765625,828.6729125976562,0.1409967988729477
2_13,827.3347885350317,903.3145140127388,0.33,MISS,878.1902465820312,903.4631958007812,0.1016874313354492
2_13,903.3145140127388,939.193828821656,0.4458,MISS,906.4586181640624,976.7498779296876,0.2091222405433654
2_13,937.0,1053.1,0.2995,MISS,1014.9584350585938,1049.733642578125,0.1106873974204063
2_13,1053.0,1084.0,0.5454,HIT,1041.66748046875,1098.510009765625,0.146360844373703
2_13,1078.4899921974522,1186.1279366242038,0.8162,HIT,1082.1248779296875,1169.982421875,0.1122764199972152
2_13,1186.1279366242038,1222.0072514331212,0.3767,MISS,1185.2686767578125,1199.96826171875,0.1031708121299743
2_13,1219.8967035031849,1308.5397165605095,0.6564,HIT,1181.48974609375,1303.2965087890625,0.1132463738322258
2_17,6.268,117.613,0.4245,MISS,22.57014274597168,69.8415298461914,0.2586553990840912
